Job,Skills/Keywords
Sr. Analyst,"Forecasting, Pharmacy, Analytical, Visio, Data analysis, Healthcare, US healthcare, Senior Analyst, Business analysis, UI development, Data processing, data mapping, Brand management, Claims, MS Office, Project management"
"Senior Manager, Business Analyst - SME","Python, Data analysis, Testing, Machine Learning, IT Skills, Software Development, Artificial Intelligence, Data Science"
Gis analyst/Senior Gis analyst,"Image processing, Report writing, Database, Data collection, data analysis, GIS software, MS Office, GIS"
Sr Analyst - MIS,"Visio, Data analysis, ISO, Customer support, Workforce management, RCA, MIS, Business services"
Sr Business Analyst - Analytics,"Python, Data analysis, Power BI, Machine Learning, Interpersonal skills, Business Analyst, IT Skills, Tableau"
Senior Analyst-Digital Marketing,"Consulting, Managed services, adobe creative suite, Cloud, Digital marketing, JIRA, IT Skills, HTML"
Senior Analyst-Lending Operations,"Consulting, Capital market, Interpersonal skills, Wholesale banking, Client relationship, professional services, Business administration, Data entry, Credit analysis, Core banking, Economics, Financial statement analysis, Financial services, Analyst, mortgage underwriting, Loans, Financial analysis, Finance, Individual Contributor"
Continuous Improvement Senior Analyst,"Consulting, Python, ICT, Continuous improvement, Data analysis, Microsoft Excel, Power BI, PowerPoint, Analyst, analytical, Business analysis, Research, written communication, MS Access, communication, Project management"
GPAS Sr Analyst Glbl Trade Svc,"Analytical, Taxation, data integrity, Collateral management, Workflow, Medical insurance, Excel, Project management"
"Sr Analyst, Information Delivery II","SQL Server, Enterprise Reporting, Power BI, Data Warehousing, OLAP, Dimensional Modeling, Business Intelligence Tools, Tableau"
Senior Analyst - SQL/VBA,"reporting, BPO, VBA, Conducting, auditing, data analysis, SQL"
Senior Analyst - SQL / VBA,"Data Analysis, VBA, Query handling, SQL"
Analyst (VBA) - Gamma,"VBA, Data Extraction, SQL Queries, Exploratory Data Analysis, Alteryx, Excel, Advanced Analytics, Data Management"
Job Opportunity For Business Analyst (Risk) For Pune and Bangalore,"Data Analysis, Market Risk, Business Analysis, Business Analytics, Business Analyst, Risk Management, Credit Risk, Data Analytics"
Payroll Analyst,"Data analysis, Scheduling, Payroll, HR, Database maintenance, Reconciliation, Finance, Manager Quality Control"
Translator Analyst,"Consulting, Business process, data services, IT services, written, Analyst, Automation, Translator"
Analyst Finance- FP&A,"advanced excel, Forecasting, Data Analysis, FPNA, Cost controlling and Analysis, mis reporting, Budget Management, Financial Planning And Analysis"
"Analyst, BM - Gamma","Analytical, VBA, SQL, Tableau, Data Analytics"
Business Analyst 1,"Analytical, VBA, MS Visio, SPSS, Business intelligence, SAS, Computer science, Data mining, Analytics, SQL, MS Access, communication, MS Office, MS Project, Coding, analytical"
Business Analyst - FKW,"Python, SPSS, Business process management, SAS, Data mining, Computer science, QlikView, SQL"
Business Analyst - KYC,"Consulting, Data Analysis, Investment Banking, Change Management, Business Analyst, Waterfall, Business Transformation, Problem Solving"
Business Intelligence Analyst,"Data Analysis, Quality Assurance, Sql, Process design, SEO, Computer science, PowerBI, Advanced Excel, C++, HTML, Power Query, Oracle, Trend analysis, Analytical skills, data modelling, charts, Excel, Analytical, Performance tuning, Hdfs, Business analysis, Operations, Alteryx, communication, Business intelligence, analytical, Power Point, Data quality, Automation, Market intelligence, Content management, Billing, SAS, PowerBi, Sales, business intelligence tools, power queries, R, ms-dos, power pivot tables, Data Science, relational databases, Business Intelligence, data analysis, Dashboards, Financial Services, Project management, Data collection, Agile, written communication, SQL, Manager Technology, Reporting, Data Collection, MIS, DAX, Tableau, Hadoop, Power BI, Data Validation, Networking, IT Skills, SAP, Data Profiling, verbal, Data modeling, Python, BPO, power bi, Data Warehousing, Supply chain, Graphics, Business Intelligence Analyst, Data Analytics, Green Belt, Project Management, Data Visualization, Business Intelligence Reporting, Big Data, Data analysis, Management, operational support, Data mining, Analytics, Power Bi"
Python Programming Language Business Analyst,"Consulting, communication, Python, SCALA, Spring framework, SOA, Cloud computing, autosys"
Asst Manager - Business Analyst,"Data analysis, Macros, Business analysis, Data management, Financial reporting, microsoft, Manager Quality Control, Project management"
IT Business Analyst cum Project Manager,"requirements management, data extraction, Sql Query Writing, project management, brd, Debugging, SQL, requirement gathering"
"Business Analyst, gTech Product and Tools Operations","BPO, Python, Data analysis, Project Management, Machine Learning, project management, Computer science, IT Skills"
Analyst-Catastrophe Underwriting,"Consulting, Data entry, Capital market, Cloud, Financial services, Data validation, Reinsurance, Reconciliation, Underwriting, IT Skills, Portfolio management, Risk management, Coding"
Analyst-Automation & Analytics,"Consulting, Python, Business reporting, Cloud, Automation, Analytics, IT Skills, data reporting"
Analyst-Reporting,"Consulting, Individual Contributor, Macros, Power BI, Cloud, Business reporting, Management, Visual Basic, Data management, IT Skills, microsoft, Tableau, Excel"
Quality Analyst I,"QMS, Trend analysis, Standard operating procedures, Data management, Medical coding, Pharma, clinical development, clinical monitoring"
Analyst-Risk and compliance,"Consulting, Data analysis, Capital market, Root cause analysis, Fraud management, Financial services, Interpersonal skills, control testing, Finance"
Web Marketing Audience and Insight Analyst,"Python, data visualization, VMware, Testing, Test design, Data mining, Wellness, IT Skills"
Catastrophe risk Analyst - Technical Support,"Forecasting, Analytical, Information technology, Business analysis, Reinsurance, Data mining, Analytics, Technical support"
C&E Investigator Analyst,"Program Management, Compliance, Data analysis, Financial statements, Computer science, IT Skills, Salesforce, remediation"
Energy Services Analyst,"Analytical, Strategy consulting, Data analysis, Renewable energy, Fabrication, Analyst, Market intelligence, Primary research"
Business Analyst - SAP,"SAP, Data analysis, Business process, Project implementation, Supply chain, Business System Analyst, SAP SD, Performance optimization"
Principal Scientist-Bioinformatics/Computational Biology/Lead Generate,"Data Sciences, Epigenomics, High Throughput computational screening, Metagenomics, Computational Biology, Bioinformatics, Protein Bioinformatics, Multi-Omics Data Processing"
IT Business Analyst - IT Portfolio Management,"Analytical, Data analysis, Information technology, Automation, Workflow, HTML, IT Business Analyst, Portfolio management"
Development & Feasibility Analyst,"Due diligence, Administration, Market research, Market analysis, Hospitality, Data management, Networking, Market intelligence"
Research Analyst,"Data Analysis, Entrepreneur, Market analysis, SPSS, Interpersonal skills, Research, Easy Writer, Data Sheets, Telecom, Analytical skills, Business solutions, Financial statements, Hoovers, WB/DPD Form, Training, MS Office, Excel, Process improvement, Analytical, ICT, Statistical analysis, RADTAB, communication, customer relationship, ARC, Business intelligence, analytical, Qualitative, Food technology, Market Intelligence, Administration, Business management, Data quality, Sociology, Automation, Software, Market intelligence, Annual Reports, Head Business Development, Social science, Spoken English, Consulting, Asset Management, Education, data visualization, Case Studies, SAS, Industry research, Communication, Writing Skills, access controls, Research Analysis, MS - Office, Production support, Writing, Quantitative, Data management, MS Office Word, IoT, Senior Executive, Nutrition, Data analytics, Image Processing, Google Data Studio, Telephony support, Finance, Supply chain management, Power Electronics, Strategy consulting, Core Innovation services, Variance Analysis, Help Desk, data analysis, BAW, Internet research, Primary Research, Data processing, Quantitative research, Biochemistry, Mantas, Aerospace, Data collection, Business modeling, Business administration, Database, agile, Pricing Analyst, Formulation, written communication, Pharma, SQL, Primary research, Looker, Market Research, Manager Technology, Data Collection, oral communications, Accounting, Zoominfo, DiscoverOrg, Senior Research Analyst, Communication Skills, Business Analyst, Marketing Collaterals, Tableau, Forecasting, Customer Service, Healthcare, ZoomInfo, Project Implementation, Competitive Intelligence, Data Modeling, market data, Data Analyst, Market research, Computing, reporting tools, verbal, Monitoring, Data Mining, Data modeling, Vendor Management, Publishing, Analytical Skills, Economics, Business Analysis, PlayBook, Financial Analysis, Competitive intelligence, Accountancy, Outbound, pricing analysis, Data Analytics, New product development, Financial markets, Spss, Consultancy, written, IT recruitment, Automotive, Web analytics, Web Research, Business research, Secondary Research, Project development, Secondary research, Questionnaire Design, Marketing programs, Research Analyst, Research analysis, Microsoft Office Suite, Data analysis, Data mining, Analytics, Bloomberg, Software services, Client Coordination"
"Analyst,DataMgmtQuantAnalysis","Analytical, Manager Technology, Analyst, Data management, Finance, Quantitative analysis"
Internship,"Javascript, J2EE, automation framework, data science, Java, Shell scripting, IT Skills, Coding"
Sr.Scientist-Scientist-Bioinformatics/Computational Biology/ Python R,"Epigenomics, High Throughput computational screening, Metagenomics, Computational Biology, Bioinformatics, Genomics, Protein Bioinformatics, Multi-Omics Data Processing"
Technical Project Manager - ( Scrum Master - Data Engineering),"Scrum Master, management, Datawarehouse, JIRA, Informatica ETL, Tableau, MS Project, Project management"
Data Engineer -ETL,"Data Modeling, SSIS, Informatica, ETL, SQL Server DB"
"Data Architect, Data Engineering","Data Engineering, Stored procedures, Data Architecture, Testing, Cloud, Snowflake / Redshift, IT Skills, Designing Data Ingestion"
Data Engineer (Google Cloud Platform) - Tech Mahindra,"Google Cloud SDK, Cloud SQL, GCS, Pub - Sub, python, GCP, Maven, Dataflow"
Data Engineer - Chennai,"Gcp Cloud, ETL, Data Engineering, GCP"
Java and Data Engineering with Investment Bank,"NoSQL, Cloud Foundry, Data Engineering, Kafka, SCALA, Java Backend, Cassandra, Java"
Full Stack Scientist,"MSA architecture, MVC frameworks, Salesforce, JAVA, Micros Services Architecture, oral communication, written, No - SQL databases, No-SQL databases, machine queues, SQL, IT Skills, Artificial Intelligence, Data Science"
Software Engineering Sr. Technical Analyst,"Unix, C++, Computer science, RTCP, Automation, Data structures, Linux, VOIP"
Analytic Science Scientist II,"Presales, Anti money laundering, Neural networks, Data mining, Product management, Machine learning, Operations research, Predictive modeling"
Associate Analyst - Inventory,"Analytical, Renewable energy, Data analysis, Automation, Refrigeration, Oracle, Associate Analyst, Supply chain management"
Healthcare AI Validation Scientist,"Python, Oncology, Healthcare, Data quality, JIRA, Bioinformatics, Analytics, IT Skills, SQL, predictive modelling, communication, clinical development, Data Science, Private equity"
Fusion SCM Functional Analyst/Associate,"Test scripts, Test scenarios, Business process, oracle support, Cloud, Master data management, Oracle ERP, O2C"
Fusion Technical Associate/Analyst,"Technical Associate, Data conversion, Basic, Oracle Fusion, ERP, Finance, Oracle, Associate Analyst"
Research Scientist - Exploit & Vulnerability,"networking, DNS, software, Workflow, Vulnerability, Unix, administration, Perl"
Senior ML Engineer (Marketplace),"Big Data, Python, Machine Learning, Computer science, IT Skills, Instrumentation, Data Science, Coding"
AI/Senior AI Engineer,"Keras, Python, Tensorflow, AI, PyTorch, OpenCV, oops, Computer Vision"
Senior Analytics Engineer,"data governance, Taxation, Computer science, Application programming, Data modeling, Diversity and Inclusion, Analytical skills, Data management, Distribution network, Instrumentation, Compliance, Manager Technology, Analytical, Usage, Warehouse, Coding, Ruby, PHP, Cloud, big data, hive, Data quality, data security"
Senior Software Engineer,"AWS, SaaS, Backup, Map Reduce, Technical leadership, Enterprise applications, Computer science, Silicon, OpenCV, Nosql, C++, HTML, collectd, Scrum, Oracle, Visual Studio 2017, PowerShell, Pyspark, C#, tools, Testing, Technology, Technical Writing, ASP.Net MVC, Wellness, Logstash, Telematics, Maven, sitecore, ECS, NoSQL, Azure Search, Order management, Analytical, Performance tuning, RDBMS, FTP, communication, Docker, Coding, data privacy, Django, spark, Microsoft Office, Senior Software Engineer, SQL databases, Data quality, Automation, MySQL, Consulting, Data Engineering, data visualization, Cassandra, Cloud Services, python, Configuration management, Kubernetes, CSS, Kafka, SAN, SQL Server, SCALA, Business process, Front end, Deployment, software development, Blueprints, GIT, AAS, Visual Studio, microsoft, Hive, .net core, dev - analysis, DevOps, Engineering Services, Postgres, Linux scripting, Natural Language Processing, Agile methodologies, Application Development, J2Ee, Opt, MS SQL, Finance, Software Development, Shell Scripting, microservices, Data Science, server, Problem Solving Skills, Continuous Integration, MLlib, big data, Business Intelligence, data analysis, .Net Core, Cloud computing, data security, Data structures, Amazon Web Services, Relational Databases, Aws, multithreading, linear regression, SQL DB, ios, Azure, Application development, Technical Lead, Git, Agile, Elastic Search, Continuous improvement, data science, code, Yarn, written communication, Troubleshooting, SQL, android, Computer vision, Perl, jQuery, Manager Technology, Word, Architecture, Java, MIS, Tableau, Hadoop, Tool design, entity framework, Healthcare, Power BI, Mongo, Cloud, Microsoft Development Lifecycle, bootstrap, Azure Cloud, Costing, testing, CMS, IT Skills, Talend, Mentor, cloud data, Javascript, Netezza, Machine Learning, Business Process, troubleshooting, Web Application Development, agile methodology, SVNCI, Data Architect, verbal, Unix, c#.net, Backend, Python, BPO, software quality, Api, Automation testing, Open source, Aas, GCP, Linux, java, Selenium, Shell, Data Analytics, Spark, Data, Usage, test driven development, written, Design Patterns, Software Engineer, Css, continuous integration, Machine learning, Nlp, C, Scala, development, Big Data, KafkaInput, J2EE, Data analysis, Oauth, Microsoft Power BI, Azure Analytical, Postgresql, Mysql, Typescript, Hibernate, Mongodb, Power Bi, User Experience"
Senior Business Analyst - IT,"Analytical, Analytical Skills, Business Rules, Functional Specifications, Data Migration, Communication Skills, Communication, Technical Skills"
Senior / Lead Business Analyst,"Lead, Healthcare, Lead Business Analyst, Computer science, business rules, Medical insurance, Data migration"
Staff Software Engineer - Machine Learning,"SAN, Distribution system, Computer science, French, Machine learning, Data structures, C++, Data processing"
Lead Analyst - Gamma,"Python, Product Management, Project Management, Power BI, Decision Tree, IT Skills, Tableau, Artificial Intelligence"
Azure Data Factory For L&T 3- 11 yrs,"Big Data, Testing, Cloud, Azure Data Bricks, Digital Marketing, IT Skills, Azure, Data Science"
ML & DS - Technical Content Engineer - Intern,"Usage, Statistics, deep learning, data science, Programming, Machine learning, query, Coding"
Technical Specialist - Azure Synapse & Azure Data Factory Developer,"Python, Azure Data, Azure Synapse, CI / CD, CSV, Azure, ADL ETF, EXM"
Azure Data Bricks (Bangalore),"ETL, engineering, Databricks ML, Databricks"
Urgent Opening - Data Science,"Pandas, NumPy, python, Statistical Modelling, PySpark, IT Skills, SQL, machine learning"
AWS Data Ops Architect ( Hiring in top MNC ),"Python, SCALA, AWS, Cloud, AWS Data Ops, Apache AirFlow, Lambda Functions, IT Skills"
Lead FINREG Analyst,"Diversity and Inclusion, model development, Resource allocation, Relationship management, Business process, Market risk, Data processing, Risk management"
Big data developer,"Python SDK, Python, AWS, REST APIs, CodeDeploy, Lambda, NOSQL, Boto3"
Big Data Developer - Java/ Spark/ Hive,"Linux OS, Big Data, Cloud, SOA, Java, HDFS, Hive, Apache Server"
Big Data Developer - Java /R/ Python,"R, Java, HTML, Big Data Developer, Hive, MS SQL Server, MySQL, Hadoop"
Big Data Developer - Java/j2ee,"J2EE, MapReduce Programming, Sqoop, Java, Linux, communication, Apache, development"
Big Data Developer - Tomcat/jersey/servlets,"Oracle, Big Data, NoSQL, Kafka, Git, JDBC, Spark, Java, Shell scripting, Tomcat, IT Skills, Maven, UNIX, Jersey, Java Script"
Hadoop Developer - Java/big Data,"data structures, threaded, Agile Scrum, continuous integration, Linux, communication, Spark, Hadoop"
Big Data Developer - Java/r/python,"Oracle, Python, modeling, Java Scripts, Java, Apache, D3 js, Spark"
Java/big Data Developer - Spark/hive/data Warehousing,"Big Data, Testing, Cloud, SOA, Java, IT Skills, Hive, Software Development"
Urgent need of Big Data Developer For MNC in Gurgaon,"Big Data, Python, Sql, Communication, IT Skills, Hive, Shell Scripting"
Big Data Developer - Hadop/mapreduce,"NoSQL, Unix Shell Scripting, XML, Java, Programming, HBase, Rest, Hadoop"
Big Data Developer - Javascript/node.js,"Jenkins, Puppet, Restify, Java, MangoDB, C, Linux, REST API"
Senior Business Intelligence Analyst,"Consulting, Stored procedures, Data analysis, Business intelligence, QlikView, C++, MS SQL, Simulation"
Sr . Analyst - Digital Analytics,"Javascript, Adobe, CRO, Data collection, Hospitality, SEO, SEM, Troubleshooting"
Labeling Analyst / Sr. Labeling Analyst,"Continuous improvement, Data analysis, Computer science, Data management, Pharma, ERP, MySQL, Project management"
Sr Analyst Supply Chain,"Data Analysis, Big Data, Data Collection, Power BI, Master Data Management, Hive, Data Quality, Spark"
"Business Title Senior Analyst I, HR Systems & Analytics","Analytical, Due diligence, Usage, Data analysis, Staffing, Data management, Automation, Claims"
Senior Business Systems Analyst - Salesforce,"Data analysis, Enterprise applications, Business analysis, JIRA, IT Skills, ERP, Software Development, Agile"
BUSINESS ANALYST/SENIOR BUSINESS ANALYST,"customer analytics, Senior Business Analyst, Marketing analytics, Market research, customer marketing, Investment research, Bfsi, Business intelligence"
Sr. Financial Systems Analyst,"EPM Implementation, Hyperion Planning, Snowflake, Financial Systems Analyst, PowerBI, data factory architecture, Anaplan, system operations"
Senior Analyst - Business Intelligence - MicroStrategy,"Javascript, Data analysis, HTTP, Microstrategy, HTML, MS SQL, Teradata, Data modeling"
Information Security Training & Awareness Senior Analyst,"Information security, Administration, Business process, ISO, Procurement, Healthcare, Data collection, Business analysis"
"Senior Analyst, Business Development Operations","tableau, Analytical, Sales operations, MS Office suite, Data management, Operations, Marketing operations, Business intelligence"
Senior Analyst - Business (Financial Services),"SPSS, Financial services, Supply chain, Product design, Data quality, Risk assessment, Analytics, Loans"
Sr. Analyst - Finance & Accounts,"Financial Analyst, general accounting, Management, Analyst, data entry, accounts payable, PeopleSoft, PeopleSoft accounting"
Sr. Business Support Analyst-Salesforce administration,"Business system, RCA, Data management, Automation, Business System Analyst, Operations, Troubleshooting, SFDC"
Senior OLM Business Analyst,"OLM, IT Support, data analysis, Aligne, Endur, Azure Dev Ops, Azure data functions, IT Operations"
Business Intelligence Senior Analyst,"query, PLSQL, Business analysis, Data management, Business Analyst, Unix, Teradata, SQL database"
HRBP - Senior Analyst,"Analytical, Data analysis, Data collection, Employee engagement, Stakeholder management, Talent management, MS Office, Succession planning"
Senior Analyst - Operations Analytics,"Forecasting, Data analysis, Root cause analysis, Financial services, Call center operations, SQL, Agile, Financial inclusion"
Senior Bioinformatics Analyst,"Data analysis, Computer science, Shell scripting, Automation, Computational chemistry, Medicinal chemistry, Machine learning, Project management"
Senior Analyst-(H/F),"Quality Assurance, Testing, Investment Banking, Communication Skills, IT Skills, Client Onboarding, Data Quality, Know Your Customer"
Senior HRIS Analyst,"Analytical, Data analysis, data integrity, HRIS Analyst, Analyst, Payroll, HR, Production support"
Sr . Business Systems Analyst,"Data analysis, Business process, SDLC, Business analysis, Test cases, Data management, Application programming, Application development"
Business Analyst / Sr Business Analyst Liquidity,"data visualization, liquidity risk, Financial risk, Business analysis, Business Analyst, Change management, Stakeholder management, Agile"
Senior Business Operations Analyst,"Business analytics, Data validation, Product management, Wellness, Automation, Reconciliation, Analytics, Reporting tools"
Finance - Senior Analyst,"Research analysis, Data analysis, Billing, Leadership development, IFS, Analyst, Management, Financial planning"
SR. ANALYST (HADOOP),"Consulting, Supply chain, Scheduling, Data mining, Automation, Linux, Business intelligence, Business services"
Financial Markets-Senior Analyst-Investment Banking Experience,"Operational risk reporting, Risk functions, Testing, Listed, Loans, IT Skills, Mailbox Management, Data Management"
Senior Analyst-Investment Banking,"Consulting, Data analytics, Capital market, Financial services, Investment banking, Underwriting, Succession planning, Fixed income"
Sr . Analyst ( PPM : Sopheon Accolade ),"Javascript, Diversity and Inclusion, Front end, Master data management, Web development, HTML, MS SQL, System integration"
Senior Product Analyst,"product analytics, data visualization, Machine Learning, Product Analyst, Segmentation, Computer science, Monitoring, HTML, Product marketing, Data modeling, Python, Gaming, Business analytics, MongoDB, Testing, Scheduling, Supply chain, Subject Matter Expert, Business strategy, SQL, Instrumentation, Analytical, Analyst, Product Analysis, Operations, Software Development, Google Analytics, Tableau, Business intelligence, Data Science, Data analysis, Packaging, Mobile phones, data analysis, IT Skills, MySQL"
Senior Analyst-Recruitment,"Consulting, Performance management, Cloud, Supply chain management, Process design, Talent acquisition, IT Skills, Succession planning"
Digital - Senior Analyst - BCA- python,"Web Technologies, Web Operations, python, Snowflake, Competitive Intelligence, IT Skills, Software Architecture, Selenium"
Senior Analyst - Quality,"SAP, Diversity and Inclusion, Data analysis, Career development, Senior Analyst, Sheet metal, SCM, PPAP"
Senior Analyst - FTS NBS,"Business services, Analytical, Data analysis, Budgeting, Business analysis, MS Outlook, Process improvement, Project management"
Senior Analyst- Reporting (Account Management),"Accounting, Analytical skills, power bi, Analyst, Data management, Finance, Excel, Time management"
Senior Analyst -1 (Electric Mobility),"Python, Manager Technology, Aerospace, HTTP, IT Skills, Primary research, Data Science, Supply chain management"
Senior Analyst - FP&A (Machine Learning & Analytics),"model development, Analytical, Interpersonal skills, Analytics, Machine learning, Financial analysis, MS Office, Excel"
Financial Markets-Senior Analyst-Derivative Operations Settlements,"Equity, written, Business Process Management, presentation, verbal, communication, FX, FI Derivatives product"
Sr . Analyst - Hyperlocal operations,"Powerpoint, Interpersonal skills, Digital marketing, MIS, Team management, Reporting tools, Excel, Project management"
Sr Product Analyst,"Data analysis, Data quality, Analytics, CRM, Agile, Siebel, SQL, Oracle"
senior Analyst,"static data, Due diligence, Billing, Analyst, Collateral management, Front office, Back office, MS Office"
Sr . Analyst ( Hadoop ),"Consulting, Supply chain, Scheduling, Data mining, Automation, Linux, Business intelligence, Business services"
System Analyst Senior,"Data analysis, XML, JMS, LDAP, JSON, Troubleshooting, Application support, Oracle"
Sr Integration Program Analyst,"SSIS, software development, oracle, etl, SQL, c#, data integration, SSRS"
Senior Analyst-Operations Excellence,"Consulting, Continuous improvement, Data analytics, Delivery excellence, data visualization, Project delivery, Automation, Operational excellence"
SR ANALYST - SC ANALYTICS - NETWORK,"Network design, Data collection, Supply chain, Data management, Automation, Workflow, Networking, Simulation"
Sr Operations Analysis Analyst,"VBA, Data analysis, oral communication, written, Interpersonal skills, MS Excel, MS Access, communication"
Senior Analyst - Web Analytics + PowerBi,"adobe analytics, Analytical, Team building, Digital marketing, Data quality, Web analytics, MS Office, MySQL"
"Quality Control Senior Analyst, Climate Solutions","Root cause analysis, Analyst, Data management, Data quality, Manager Quality Assurance, MS Access, Manager Quality Control, Excel"
"Continuous Improvement Senior Analyst, Climate Solutions","Business process management, Analyst, Data management, Data quality, Manager Quality Assurance, MS Access, Manager Quality Control, Excel"
Senior Financial systems analyst,"Data analysis, data integrity, Analyst, Data quality, Financial planning, Asset management, microsoft, Manager Quality Control"
Senior Systems Analyst- Tech,"Pega, UML, Analyst, Business analysis, Test cases, Data management, JIRA, Asset management"
Senior Business Analyst-Fin Systems,"SAP, Blackline, Vertex PeopleSoft, data analysis, accounting systems, Prolease, software suite, Hyperion"
Senior Analyst - Analytics,"Big Data, SQL Server, PostgreSQL, Power BI, Analytics, Oracle DBA, Data Analytics, Data Management"
Sr Analyst - Fraud Tools and Infrastructure,"Unix, Python, C++, Big Data technologies, SAS, Java, Analytics, SQL"
"Product R&D SW Engineer - Speech Scientist (Python, SQL)","Javascript, Compliance, Data analysis, Computer science, Corporate security, JIRA, Automotive, Agile"
Senior Support Analyst,"market data, Analytical, BPO, Project Management, Release management, Windows, project management, Shell scripting, Computer science, Automation, Data management, Front office, IT Skills, Linux, calypso, Oracle"
Analyst - Process Support Services (BDS Support),"Powerpoint, Data Collection, Time Management, Communication Skills, Portfolio Management, Financial Institutions, Excel, Relationship Manager"
Analyst - Procurement - SEP,"Fund administration, Product quality, Data analytics, Procurement, Analytical skills, Interpersonal skills, Supply chain, Industry research"
Analyst - Process Support Services,"Word, Powerpoint, Data Collection, Accounting, Service Delivery, Business Development, Time Management, Communication Skills, Data Analytics, Portfolio Management, Financial Institutions, Excel, Relationship Manager"
Analyst - Infocenter,"Fund Administration, Accounting, Business Development, Team Management, Finance, Industry Research, Market Research, Data Analytics"
Business analyst,"Consulting, SAS, etrm, Application support, business analysis, Teradata, Oracle, Idea generation, power trading, XSLT, SQL Server, risk management, sql, Business process management, Infrastructure, Business Analyst, Power Operations, Tableau, analytical, Data migration, Resource allocation, Data analysis, Competitive analysis, XML, Management, Data mining, SQL Query, Change management, BI development"
IT Business Analyst - R&D IT PCA DDM,"Unix, Analytical, Computer science, Data management, Configuration management, Automation, Business Analyst, Linux"
Research Analyst - Process Support Services,"Fund administration, Business plan development, Data collection, Customer relationship, Transcription, Support services, MS Office, Time management"
Analyst - IT Compliance,"Information security, SOC, Root cause analysis, Industry research, Risk assessment, data security, Cisa, Cism"
"Analyst II, IM Business Analysis","Test scenarios, Business process, Healthcare, Business solutions, Business transformation, Business analysis, Automation, Data structures"
Systems Analyst I,"Mining, Analytical, Clinical trials, Data collection, Data management, Database design, Pharma, Project management"
Business Analyst - Banking Framework,"Presales, Wealth management, User acceptance testing, Product management, HP data protector, Recruitment, Bfsi, Coding"
Analyst NOC Technical Support,"professional services, data integrity, Computer hardware, Information technology, Outsourcing, Technical support, Motorola, Data center operations"
Knowledge Management Analyst,"Data Analysis, Coordination, data centre, Content Management, Knowledge Management, power bi, knowledge management, Information Architecture, MS Office, Lead Solution Architect, Sharepoint, technical writing, Word, Business Development, Excellent English, writing skills, Bidding, Powerpoint, Administration, Data analysis, microsoft azure, Cloud Technologies, techno-savvy, Power Bi"
Technical Business Analyst,"UPS, Market research, Software Engineering Manager, Computer science, Application programming, business analysis, Project Management Certified Professional, Agile, Data modeling, Big Data Analytics, Testing, Business Analysis, Data management, Data governance, business rules, High level design, SQL, Risk management, Project Management, Business analysis, PMP, Operations, Analyst 2, Software Development, System integration, Coding, big data lake, Data migration, Business Technical Analyst, Data analysis, Administration, Information technology, Data quality, Software Associate, Automation, data security, IT Skills, Stakeholder management, System design"
Database Analyst,"DevOps, database Architecture, data development, analytical, Database testing, SQL, Database Analysis, SQLs"
Business Intelligence Analyst I,"Consulting, Analytical, Data modeling, Data analysis, Business management, Business analytics, Healthcare, Data analytics, Business intelligence, SSIS, Auditing, Data quality, Business Intelligence Analyst, Informatica, Operations, Supply chain management"
Content Analyst - Japanese Language,"market data, Healthcare, Database administration, Data quality, Automation, Finance, Stock exchange, Japanese"
Content Analyst - Italian Language,"Consulting, Healthcare, Content Analyst, Data quality, Finance, Stock exchange, Diagnostics, Recruitment"
Equity Research Analyst,"Python, Statistics, Export import, PHP, HTTP, Accessories, Sql, Investment banking, Senior Analyst, Spark, Data management, Analytics, Equity Research Analyst, Financial analysis, Data Science, Data Management"
Analyst Supply Chain Management,"Order management, ITES, Invoice processing, English, SCM, Accounts payable, Real estate, Supply chain management"
Analyst-Pharma ERP,"Consulting, Testing, Cloud, Cognos, SAS, Data collection, Clinical trials, Business solutions, Pharma, ERP, IT Skills, SQL, Change management"
Analyst-HR Operations,"Consulting, SAP, Backend, Publishing, Administration, HR operations, Cloud, Payroll, Process design, Job analysis, Data processing, IT Skills, Succession planning, Performance management"
Analyst-Healthcare Management,"Consulting, Quality Assurance, Budgeting, Health insurance, Public relations, Analytics, IT Skills, Artificial Intelligence"
AR System Analyst,"Javascript, Process documentation, Data analysis, Business process, Billing, HTML, ERP, Project management"
CyberSecurity Analyst,"Compliance, Software development life cycle, data privacy, cyber security analyst, Test planning, Analytical skills, Security Analyst, Coding"
Asset Management Analyst,"IT management, Order management, Data analytics, asset management, Analytical skills, management, Interpersonal skills, MS Excel"
PMO - Measurement & Reporting Analyst,"SOC, Data analysis, ISO 27001, JIRA, Bfsi, PCI DSS, Backend, Project management"
Solution Analyst,"SAP, Continuous improvement, Stored procedures, Data mining, Data management, Database design, Unix, Solution Analyst"
Portfolio Analyst,"Analytical, Project delivery, project portfolio management, Operational excellence, Data quality, Service management, Process improvement, Project management"
